DENIED hits_day=08:69,09:314,10:415,;bytes_day=08:32101,09:616209,10:671248,;thp_bytes_day=08:32101,09:616209,10:671248,;thp_duration_day=08:14472,09:10316,10:51842,
MISS hits_day=07:93,08:1119,09:3452,10:1473,11:46,12:41,;bytes_day=07:1788433,08:16201333,09:125735368,10:149395444,11:555416,12:405882,;thp_bytes_day=07:1788433,08:16201333,09:125735368,10:149395444,11:555416,12:405882,;thp_duration_day=07:13458,08:145972,09:619570,10:16886368,11:8275006,12:8983254,
